,loss,acc,val_loss,val_acc
0,1.2342265844345093,0.4101123511791229,0.892798900604248,0.6423357725143433
1,1.0764089822769165,0.4747191071510315,0.717022716999054,0.7372262477874756
2,0.8943655490875244,0.5983145833015442,0.6000558137893677,0.7810218930244446
3,0.7470431327819824,0.6713483333587646,0.5736647248268127,0.7737226486206055
4,0.6312610507011414,0.7303370833396912,0.5745245218276978,0.7883211970329285
5,0.5490096211433411,0.7865168452262878,0.496208131313324,0.7956204414367676
6,0.4517788887023926,0.8314606547355652,0.4591856002807617,0.8175182342529297
7,0.44446805119514465,0.8286516666412354,0.43880584836006165,0.8248175382614136
8,0.41060566902160645,0.834269642829895,0.43906867504119873,0.8467153310775757
9,0.3901888430118561,0.8314606547355652,0.41635191440582275,0.8540145754814148
10,0.32746538519859314,0.8792135119438171,0.42254701256752014,0.8321167826652527
11,0.3048807382583618,0.8707864880561829,0.4118923544883728,0.8394160866737366
12,0.3008440434932709,0.8960674405097961,0.3954279124736786,0.8467153310775757
13,0.2356482744216919,0.9297752976417542,0.4422476887702942,0.8175182342529297
14,0.22739993035793304,0.9185393452644348,0.42691200971603394,0.8467153310775757
15,0.2514331042766571,0.915730357170105,0.43554234504699707,0.8394160866737366
16,0.18704836070537567,0.949438214302063,0.4306130111217499,0.8394160866737366
17,0.19410474598407745,0.9410112500190735,0.44741547107696533,0.8321167826652527
18,0.17390836775302887,0.9522472023963928,0.3959227502346039,0.8540145754814148
19,0.14917321503162384,0.9578651785850525,0.40757253766059875,0.8394160866737366
