,loss,acc,val_loss,val_acc
0,1.152588963508606,0.3820224702358246,1.0640826225280762,0.46715328097343445
1,1.024872899055481,0.483146071434021,0.9339348077774048,0.5912408828735352
2,0.8756054043769836,0.6151685118675232,0.7450225949287415,0.6788321137428284
3,0.7091513872146606,0.7191011309623718,0.674501359462738,0.7153284549713135
4,0.5699403882026672,0.7752808928489685,0.5878884792327881,0.7299270033836365
5,0.46988430619239807,0.851123571395874,0.6095651984214783,0.7080292105674744
6,0.38968268036842346,0.9129213690757751,0.47519704699516296,0.7518247961997986
7,0.3355674743652344,0.9129213690757751,0.4260317087173462,0.7664233446121216
8,0.276775062084198,0.9382022619247437,0.3714568614959717,0.8248175382614136
9,0.23923222720623016,0.9438202381134033,0.37177231907844543,0.8102189898490906
10,0.23594728112220764,0.9353932738304138,0.528531551361084,0.7737226486206055
11,0.16877485811710358,0.966292142868042,0.3786190152168274,0.8467153310775757
12,0.1731182336807251,0.966292142868042,0.3422379791736603,0.8175182342529297
13,0.11894150823354721,0.983146071434021,0.34571513533592224,0.8029196858406067
14,0.11788740754127502,0.9859550595283508,0.3107827603816986,0.8394160866737366
15,0.10445519536733627,0.9775280952453613,0.24574892222881317,0.8613138794898987
16,0.07985930144786835,0.9943820238113403,0.37779054045677185,0.8029196858406067
17,0.07419043779373169,0.9943820238113403,0.35330379009246826,0.8102189898490906
18,0.07989269495010376,0.983146071434021,0.36447829008102417,0.8321167826652527
19,0.059708334505558014,0.9915730357170105,0.34155672788619995,0.8540145754814148
