,loss,acc,val_loss,val_acc
0,1.111643671989441,0.3651685416698456,1.0226924419403076,0.5182482004165649
1,1.0807291269302368,0.4101123511791229,0.9035300016403198,0.7007299065589905
2,0.967376172542572,0.5224719047546387,0.93927001953125,0.5766423344612122
3,0.901872456073761,0.5955055952072144,0.7738727927207947,0.6934306621551514
4,0.7491275668144226,0.7078651785850525,0.7503039240837097,0.6423357725143433
5,0.6154987812042236,0.7865168452262878,0.6823804378509521,0.7080292105674744
6,0.5494273900985718,0.8370786309242249,0.49083369970321655,0.8102189898490906
7,0.4969984292984009,0.8426966071128845,0.4062740206718445,0.8832116723060608
8,0.43970829248428345,0.8567415475845337,0.4521891474723816,0.9197080135345459
9,0.4052508473396301,0.8960674405097961,0.4769044816493988,0.8102189898490906
10,0.40179336071014404,0.8792135119438171,0.48798224329948425,0.8029196858406067
11,0.33329349756240845,0.8932584524154663,0.39953845739364624,0.8613138794898987
12,0.3058179020881653,0.915730357170105,0.36721426248550415,0.8905109763145447
13,0.2699446380138397,0.9297752976417542,0.313732385635376,0.9197080135345459
14,0.2601237893104553,0.9297752976417542,0.34638363122940063,0.8394160866737366
15,0.24157872796058655,0.9382022619247437,0.26267194747924805,0.9197080135345459
16,0.2455066442489624,0.9438202381134033,0.3167133629322052,0.8832116723060608
17,0.2220485806465149,0.9353932738304138,0.30096280574798584,0.9270073175430298
18,0.17656783759593964,0.9747191071510315,0.26772958040237427,0.9270073175430298
19,0.22311146557331085,0.9550561904907227,0.2992328405380249,0.9197080135345459
